,canonized_url,date,original_url,mime_type,response_code,old_checksum,length,raw_url,archive_url
31,"com,twitter)/joebiden",20081030224241,http://twitter.com/joebiden,text/html,200,GNXI6IOTTOXVUKTOVM7VJX5PYKOR3GU5,9233,https://web.archive.org/web/20081030224241_id/http://twitter.com/joebiden,https://web.archive.org/web/20081030224241/http://twitter.com/joebiden
32,"com,twitter)/joebiden",20081030224241,http://twitter.com/joebiden,text/html,200,GNXI6IOTTOXVUKTOVM7VJX5PYKOR3GU5,9233,https://web.archive.org/web/20081030224241_id/http://twitter.com/joebiden,https://web.archive.org/web/20081030224241/http://twitter.com/joebiden
33,"com,twitter)/joebiden",20081101023051,http://twitter.com/joebiden/,text/html,200,EFAW2H6AMA75P52JXQ5HJW42FDSHMZHS,9109,https://web.archive.org/web/20081101023051_id/http://twitter.com/joebiden/,https://web.archive.org/web/20081101023051/http://twitter.com/joebiden/
34,"com,twitter)/joebiden",20081101023051,http://twitter.com/joebiden/,text/html,200,EFAW2H6AMA75P52JXQ5HJW42FDSHMZHS,9109,https://web.archive.org/web/20081101023051_id/http://twitter.com/joebiden/,https://web.archive.org/web/20081101023051/http://twitter.com/joebiden/
35,"com,twitter)/joebiden",20081106053125,http://twitter.com/joebiden,text/html,200,JT2FSCFF33TY7LLWL2XUVQV32TLIOVMO,8411,https://web.archive.org/web/20081106053125_id/http://twitter.com/joebiden,https://web.archive.org/web/20081106053125/http://twitter.com/joebiden
36,"com,twitter)/joebiden",20081106053125,http://twitter.com/joebiden,text/html,200,JT2FSCFF33TY7LLWL2XUVQV32TLIOVMO,8411,https://web.archive.org/web/20081106053125_id/http://twitter.com/joebiden,https://web.archive.org/web/20081106053125/http://twitter.com/joebiden
37,"com,twitter)/joebiden",20081107130220,http://twitter.com/joebiden/,text/html,200,VUCDPCV2CFQOK65WGMXQTIK3CQQRE5YO,8300,https://web.archive.org/web/20081107130220_id/http://twitter.com/joebiden/,https://web.archive.org/web/20081107130220/http://twitter.com/joebiden/
38,"com,twitter)/joebiden",20081107130220,http://twitter.com/joebiden/,text/html,200,VUCDPCV2CFQOK65WGMXQTIK3CQQRE5YO,8300,https://web.archive.org/web/20081107130220_id/http://twitter.com/joebiden/,https://web.archive.org/web/20081107130220/http://twitter.com/joebiden/
39,"com,twitter)/joebiden",20081111094514,http://twitter.com/joebiden,text/html,200,XKDTGE3UA6AA4D4TTPHMJ3ZQGHQLGYEE,8403,https://web.archive.org/web/20081111094514_id/http://twitter.com/joebiden,https://web.archive.org/web/20081111094514/http://twitter.com/joebiden
40,"com,twitter)/joebiden",20081111094514,http://twitter.com/joebiden,text/html,200,XKDTGE3UA6AA4D4TTPHMJ3ZQGHQLGYEE,8403,https://web.archive.org/web/20081111094514_id/http://twitter.com/joebiden,https://web.archive.org/web/20081111094514/http://twitter.com/joebiden
41,"com,twitter)/joebiden",20081111094514,http://twitter.com/joebiden,text/html,200,XKDTGE3UA6AA4D4TTPHMJ3ZQGHQLGYEE,8567,https://web.archive.org/web/20081111094514_id/http://twitter.com/joebiden,https://web.archive.org/web/20081111094514/http://twitter.com/joebiden
42,"com,twitter)/joebiden",20081111094514,http://twitter.com/joebiden,text/html,200,XKDTGE3UA6AA4D4TTPHMJ3ZQGHQLGYEE,8567,https://web.archive.org/web/20081111094514_id/http://twitter.com/joebiden,https://web.archive.org/web/20081111094514/http://twitter.com/joebiden
43,"com,twitter)/joebiden",20081113001054,http://twitter.com/joebiden,text/html,200,XLB7D46PPE4FO2NRQPHP3OEMYIMLRZ2D,9057,https://web.archive.org/web/20081113001054_id/http://twitter.com/joebiden,https://web.archive.org/web/20081113001054/http://twitter.com/joebiden
